dataset,file_name,source,file_type,compression,encoding,language_hint,dataset_type,classification_confidence,n_columns,estimated_records,records_sampled,text_length_avg,encoding_quality,dominant_script,mixed_language,code_switching,romanized,errors,relative_path
28387.txt,28387.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,103.0,1.0,Devanagari,False,False,False,0,28387.txt
2839.txt,2839.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,246.0,1.0,Devanagari,False,False,False,0,2839.txt
28390.txt,28390.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,708.0,1.0,Devanagari,False,False,False,0,28390.txt
28392.txt,28392.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,81.0,1.0,Devanagari,False,False,False,0,28392.txt
28393.txt,28393.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28393.txt
28394.txt,28394.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,367.0,1.0,Devanagari,False,False,False,0,28394.txt
28395.txt,28395.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,19.0,1.0,Devanagari,False,False,False,0,28395.txt
28397.txt,28397.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,384.0,1.0,Devanagari,False,False,False,0,28397.txt
28398.txt,28398.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,49.0,1.0,Devanagari,False,False,False,0,28398.txt
28399.txt,28399.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,106.0,1.0,Devanagari,False,False,False,0,28399.txt
284.txt,284.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,62.0,1.0,Devanagari,False,False,False,0,284.txt
2840.txt,2840.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,201.67,1.0,Devanagari,False,False,False,0,2840.txt
28400.txt,28400.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,64.0,1.0,Devanagari,False,False,False,0,28400.txt
28403.txt,28403.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,117.0,1.0,Devanagari,False,False,False,0,28403.txt
28404.txt,28404.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,160.0,1.0,Devanagari,False,False,False,0,28404.txt
28406.txt,28406.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,19,7,20.71,1.0,Devanagari,False,False,False,0,28406.txt
28409.txt,28409.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,87.5,1.0,Devanagari,False,False,False,0,28409.txt
2841.txt,2841.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,115.0,1.0,Devanagari,False,False,False,0,2841.txt
28410.txt,28410.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,51.0,1.0,Devanagari,False,False,False,0,28410.txt
28411.txt,28411.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,246.0,1.0,Devanagari,False,False,False,0,28411.txt
28412.txt,28412.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,13,5,960.2,1.0,Devanagari,False,False,False,0,28412.txt
28413.txt,28413.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,211.5,1.0,Devanagari,False,False,False,0,28413.txt
28414.txt,28414.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,673.5,1.0,Devanagari,False,False,False,0,28414.txt
28416.txt,28416.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,656.0,1.0,Devanagari,False,False,False,0,28416.txt
28417.txt,28417.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,45.0,1.0,Devanagari,False,False,False,0,28417.txt
28419.txt,28419.txt,unknown,txt,none,utf_8,en,Bilingual,0.55,1,3,2,59.5,1.0,Latin,True,True,False,0,28419.txt
28421.txt,28421.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,82.5,1.0,Devanagari,False,False,False,0,28421.txt
28422.txt,28422.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,37.0,1.0,Devanagari,False,False,False,0,28422.txt
28423.txt,28423.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,91.0,1.0,Devanagari,False,False,False,0,28423.txt
28425.txt,28425.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,400.0,1.0,Devanagari,False,False,False,0,28425.txt
28426.txt,28426.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,15,6,263.0,1.0,Devanagari,False,False,False,0,28426.txt
28428.txt,28428.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,152.0,1.0,Devanagari,False,False,False,0,28428.txt
28429.txt,28429.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,94.0,1.0,Devanagari,False,False,False,0,28429.txt
2843.txt,2843.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,2843.txt
28430.txt,28430.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28430.txt
28431.txt,28431.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,60.0,1.0,Devanagari,False,False,False,0,28431.txt
28434.txt,28434.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,94,36,213.25,1.0,Devanagari,False,False,False,0,28434.txt
28435.txt,28435.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,112.0,1.0,Devanagari,False,False,False,0,28435.txt
28437.txt,28437.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,72.0,1.0,Devanagari,False,False,False,0,28437.txt
28438.txt,28438.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,183.0,1.0,Devanagari,False,False,False,0,28438.txt
2844.txt,2844.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,110.0,1.0,Devanagari,False,False,False,0,2844.txt
28440.txt,28440.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28440.txt
28442.txt,28442.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,83.0,1.0,Devanagari,False,False,False,0,28442.txt
28444.txt,28444.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,92.0,1.0,Devanagari,False,False,False,0,28444.txt
28447.txt,28447.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,58.0,1.0,Devanagari,False,False,False,0,28447.txt
2845.txt,2845.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,14,6,73.33,1.0,Devanagari,False,True,False,0,2845.txt
28450.txt,28450.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,141.25,1.0,Devanagari,False,False,False,0,28450.txt
28451.txt,28451.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,46.0,1.0,Devanagari,False,False,False,0,28451.txt
28452.txt,28452.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,326.0,1.0,Devanagari,False,False,False,0,28452.txt
28453.txt,28453.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,135.67,1.0,Devanagari,False,False,False,0,28453.txt
28454.txt,28454.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,20,8,290.5,1.0,Devanagari,False,False,False,0,28454.txt
28455.txt,28455.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,60.0,1.0,Devanagari,False,False,False,0,28455.txt
28456.txt,28456.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,242.0,1.0,Devanagari,False,False,False,0,28456.txt
28457.txt,28457.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,129.0,1.0,Devanagari,False,False,False,0,28457.txt
28458.txt,28458.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,247.0,1.0,Devanagari,False,False,False,0,28458.txt
2846.txt,2846.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,258.33,1.0,Devanagari,False,False,False,0,2846.txt
28461.txt,28461.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,15,6,219.67,1.0,Devanagari,False,False,False,0,28461.txt
28462.txt,28462.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,57.0,1.0,Devanagari,False,False,False,0,28462.txt
28464.txt,28464.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,323.0,1.0,Devanagari,False,False,False,0,28464.txt
28467.txt,28467.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,525.0,1.0,Devanagari,False,False,False,0,28467.txt
28469.txt,28469.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,71.0,1.0,Devanagari,False,False,False,0,28469.txt
2847.txt,2847.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,16,6,222.83,1.0,Devanagari,False,False,False,0,2847.txt
28470.txt,28470.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,192.4,1.0,Devanagari,False,False,False,0,28470.txt
28471.txt,28471.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,52.0,1.0,Devanagari,False,False,False,0,28471.txt
28472.txt,28472.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,79.0,1.0,Devanagari,False,False,False,0,28472.txt
28473.txt,28473.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,139.0,1.0,Devanagari,False,False,False,0,28473.txt
28475.txt,28475.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,174.0,1.0,Devanagari,False,False,False,0,28475.txt
28476.txt,28476.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,60.5,1.0,Devanagari,False,False,False,0,28476.txt
28477.txt,28477.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,235.0,1.0,Devanagari,False,False,False,0,28477.txt
28478.txt,28478.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,355.0,1.0,Devanagari,False,False,False,0,28478.txt
28479.txt,28479.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,179.5,1.0,Devanagari,False,False,False,0,28479.txt
2848.txt,2848.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,1462.5,1.0,Devanagari,False,False,False,0,2848.txt
28480.txt,28480.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,51.0,1.0,Devanagari,False,False,False,0,28480.txt
28481.txt,28481.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,185.0,1.0,Devanagari,False,False,False,0,28481.txt
28482.txt,28482.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,142.0,1.0,Devanagari,False,False,False,0,28482.txt
28483.txt,28483.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,53.0,1.0,Devanagari,False,False,False,0,28483.txt
28484.txt,28484.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28484.txt
28485.txt,28485.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,21,8,426.88,1.0,Devanagari,False,False,False,0,28485.txt
28486.txt,28486.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,123.0,1.0,Devanagari,False,False,False,0,28486.txt
28487.txt,28487.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,120.0,1.0,Devanagari,False,False,False,0,28487.txt
28489.txt,28489.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,94.0,1.0,Devanagari,False,False,False,0,28489.txt
2849.txt,2849.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,59.0,1.0,Devanagari,False,False,False,0,2849.txt
28490.txt,28490.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,109.0,1.0,Devanagari,False,False,False,0,28490.txt
28492.txt,28492.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,60.0,1.0,Devanagari,False,False,False,0,28492.txt
28493.txt,28493.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,109.0,1.0,Devanagari,False,False,False,0,28493.txt
28495.txt,28495.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,67.0,1.0,Devanagari,False,False,False,0,28495.txt
28496.txt,28496.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,248.0,1.0,Devanagari,False,False,False,0,28496.txt
28497.txt,28497.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,458.0,1.0,Devanagari,False,False,False,0,28497.txt
28498.txt,28498.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,123.8,1.0,Devanagari,False,False,False,0,28498.txt
28499.txt,28499.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,64.0,1.0,Devanagari,False,False,False,0,28499.txt
2850.txt,2850.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,200.0,1.0,Devanagari,False,False,False,0,2850.txt
28501.txt,28501.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,356.0,1.0,Devanagari,False,False,False,0,28501.txt
28502.txt,28502.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,83.0,1.0,Devanagari,False,False,False,0,28502.txt
28503.txt,28503.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,221.0,1.0,Devanagari,False,False,False,0,28503.txt
28504.txt,28504.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,713.0,1.0,Devanagari,False,False,False,0,28504.txt
28505.txt,28505.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,50.0,1.0,Devanagari,False,False,False,0,28505.txt
28506.txt,28506.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,101.0,1.0,Devanagari,False,False,False,0,28506.txt
28507.txt,28507.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,271.0,1.0,Devanagari,False,False,False,0,28507.txt
28509.txt,28509.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,222.0,1.0,Devanagari,False,False,False,0,28509.txt
2851.txt,2851.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,174.33,1.0,Devanagari,False,False,False,0,2851.txt
28510.txt,28510.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,894.0,1.0,Devanagari,False,False,False,0,28510.txt
28511.txt,28511.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,90.0,1.0,Devanagari,False,False,False,0,28511.txt
28512.txt,28512.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,84.0,1.0,Devanagari,False,False,False,0,28512.txt
28513.txt,28513.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,87.0,1.0,Devanagari,False,False,False,0,28513.txt
28514.txt,28514.txt,unknown,txt,none,ascii,en,Monolingual,0.55,1,2,2,5.5,1.0,Latin,False,False,True,0,28514.txt
28515.txt,28515.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,340.0,1.0,Devanagari,False,False,False,0,28515.txt
28516.txt,28516.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,8,3,182.67,1.0,Devanagari,False,False,False,0,28516.txt
28517.txt,28517.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,145.0,1.0,Devanagari,False,False,False,0,28517.txt
28519.txt,28519.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,54.0,1.0,Devanagari,False,False,False,0,28519.txt
28521.txt,28521.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,40,15,333.33,1.0,Devanagari,False,False,False,0,28521.txt
28523.txt,28523.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,106.0,1.0,Devanagari,False,False,False,0,28523.txt
28524.txt,28524.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,460.0,1.0,Devanagari,False,False,False,0,28524.txt
28525.txt,28525.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,26,10,266.2,1.0,Devanagari,False,False,False,0,28525.txt
28526.txt,28526.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,33.0,1.0,Devanagari,False,False,False,0,28526.txt
28528.txt,28528.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,124.33,1.0,Devanagari,False,False,False,0,28528.txt
28529.txt,28529.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,102.0,1.0,Devanagari,False,False,False,0,28529.txt
2853.txt,2853.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,176.0,1.0,Devanagari,False,False,False,0,2853.txt
28530.txt,28530.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,56.0,1.0,Devanagari,False,False,False,0,28530.txt
28531.txt,28531.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,162.0,1.0,Devanagari,False,False,False,0,28531.txt
28534.txt,28534.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,237.25,1.0,Devanagari,False,False,False,0,28534.txt
28535.txt,28535.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,305.0,1.0,Devanagari,False,False,False,0,28535.txt
2854.txt,2854.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,82.0,1.0,Devanagari,False,False,False,0,2854.txt
28540.txt,28540.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,47.0,1.0,Devanagari,False,False,False,0,28540.txt
28541.txt,28541.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,255.0,1.0,Devanagari,False,False,False,0,28541.txt
28545.txt,28545.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,15,6,167.67,1.0,Devanagari,False,False,False,0,28545.txt
28546.txt,28546.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,170.0,1.0,Devanagari,False,False,False,0,28546.txt
28548.txt,28548.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,223.0,1.0,Devanagari,False,False,False,0,28548.txt
28549.txt,28549.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,40,15,611.4,1.0,Devanagari,False,False,False,0,28549.txt
2855.txt,2855.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,15,6,538.83,1.0,Devanagari,False,False,False,0,2855.txt
28551.txt,28551.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,180.0,1.0,Devanagari,False,False,False,0,28551.txt
28553.txt,28553.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,191.5,1.0,Devanagari,False,False,False,0,28553.txt
28554.txt,28554.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,138.5,1.0,Devanagari,False,False,False,0,28554.txt
28555.txt,28555.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,107.0,1.0,Devanagari,False,False,False,0,28555.txt
28557.txt,28557.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,96.0,1.0,Devanagari,False,False,False,0,28557.txt
28558.txt,28558.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,64.5,1.0,Devanagari,False,True,False,0,28558.txt
2856.txt,2856.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,170.0,1.0,Devanagari,False,False,False,0,2856.txt
28561.txt,28561.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,317.0,1.0,Devanagari,False,False,False,0,28561.txt
28562.txt,28562.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,54,20,403.95,1.0,Devanagari,False,False,False,0,28562.txt
28565.txt,28565.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,229.0,1.0,Devanagari,False,False,False,0,28565.txt
28566.txt,28566.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,213.0,1.0,Devanagari,False,False,False,0,28566.txt
28568.txt,28568.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,15,6,302.5,1.0,Devanagari,False,False,False,0,28568.txt
28569.txt,28569.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,59.5,1.0,Devanagari,False,False,False,0,28569.txt
28570.txt,28570.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28570.txt
28572.txt,28572.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,90.0,1.0,Devanagari,False,False,False,0,28572.txt
28574.txt,28574.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,13,5,187.8,1.0,Devanagari,False,False,False,0,28574.txt
28575.txt,28575.txt,unknown,txt,none,utf_8,en,Bilingual,0.55,1,3,2,79.0,1.0,Latin,True,True,False,0,28575.txt
28578.txt,28578.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,258.33,1.0,Devanagari,False,False,False,0,28578.txt
2858.txt,2858.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,81.0,1.0,Devanagari,False,False,False,0,2858.txt
28582.txt,28582.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,204.0,1.0,Devanagari,False,False,False,0,28582.txt
28583.txt,28583.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,37,14,307.43,1.0,Devanagari,False,False,False,0,28583.txt
28584.txt,28584.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,15,6,60.5,1.0,Devanagari,False,False,False,0,28584.txt
28585.txt,28585.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,146.0,1.0,Devanagari,False,False,False,0,28585.txt
28590.txt,28590.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,18,7,372.29,1.0,Devanagari,False,False,False,0,28590.txt
28591.txt,28591.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,78.0,1.0,Devanagari,False,False,False,0,28591.txt
28592.txt,28592.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,148.5,1.0,Devanagari,False,False,False,0,28592.txt
28593.txt,28593.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28593.txt
28594.txt,28594.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,52.0,1.0,Devanagari,False,False,False,0,28594.txt
28595.txt,28595.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,1966.5,1.0,Devanagari,False,False,False,0,28595.txt
28596.txt,28596.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,16,6,175.67,1.0,Devanagari,False,False,False,0,28596.txt
28597.txt,28597.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,60.0,1.0,Devanagari,False,False,False,0,28597.txt
286.txt,286.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,158.0,1.0,Devanagari,False,False,False,0,286.txt
2860.txt,2860.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,7,3,144.0,1.0,Devanagari,False,False,False,0,2860.txt
28600.txt,28600.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28600.txt
28602.txt,28602.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,116.0,1.0,Devanagari,False,False,False,0,28602.txt
28603.txt,28603.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,50.0,1.0,Devanagari,False,False,False,0,28603.txt
28604.txt,28604.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,333.5,1.0,Devanagari,False,False,False,0,28604.txt
28605.txt,28605.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,20.0,1.0,Devanagari,False,False,False,0,28605.txt
28606.txt,28606.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,99.0,1.0,Devanagari,False,False,False,0,28606.txt
28607.txt,28607.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,18,7,105.43,1.0,Devanagari,False,False,False,0,28607.txt
28608.txt,28608.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,18,7,395.43,1.0,Devanagari,False,False,False,0,28608.txt
28609.txt,28609.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,260.5,1.0,Devanagari,False,False,False,0,28609.txt
2861.txt,2861.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,104.0,1.0,Devanagari,False,False,False,0,2861.txt
28610.txt,28610.txt,unknown,txt,none,utf-8,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28610.txt
28612.txt,28612.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,263.0,1.0,Devanagari,False,False,False,0,28612.txt
28613.txt,28613.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,40.0,1.0,Devanagari,False,False,False,0,28613.txt
28614.txt,28614.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,90.0,1.0,Devanagari,False,False,False,0,28614.txt
28616.txt,28616.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,5,2,367.0,1.0,Devanagari,False,False,False,0,28616.txt
28617.txt,28617.txt,unknown,txt,none,ascii,,Unknown,0.2,0,,0,0.0,1.0,,False,False,False,0,28617.txt
28618.txt,28618.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,9,4,89.25,1.0,Devanagari,False,False,False,0,28618.txt
2862.txt,2862.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,87.0,1.0,Devanagari,False,False,False,0,2862.txt
28620.txt,28620.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,56.0,1.0,Devanagari,False,False,False,0,28620.txt
28621.txt,28621.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,9,4,352.5,1.0,Devanagari,False,False,False,0,28621.txt
28622.txt,28622.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,106.0,1.0,Devanagari,False,False,False,0,28622.txt
28623.txt,28623.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,239.0,1.0,Devanagari,False,False,False,0,28623.txt
28624.txt,28624.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,23,9,330.78,1.0,Devanagari,False,False,False,0,28624.txt
28625.txt,28625.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,106.0,1.0,Devanagari,False,False,False,0,28625.txt
28626.txt,28626.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,101.0,1.0,Devanagari,False,False,False,0,28626.txt
28627.txt,28627.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,121.0,1.0,Devanagari,False,False,False,0,28627.txt
28629.txt,28629.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,4,2,98.5,1.0,Devanagari,False,False,False,0,28629.txt
2863.txt,2863.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,10,4,236.75,1.0,Devanagari,False,False,False,0,2863.txt
28630.txt,28630.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,32,12,341.5,1.0,Devanagari,False,False,False,0,28630.txt
28631.txt,28631.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,120.0,1.0,Devanagari,False,False,False,0,28631.txt
28632.txt,28632.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,50.0,1.0,Devanagari,False,False,False,0,28632.txt
28634.txt,28634.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,280.0,1.0,Devanagari,False,False,False,0,28634.txt
28635.txt,28635.txt,unknown,txt,none,utf-8,,Monolingual,0.55,1,13,5,332.0,1.0,Devanagari,False,False,False,0,28635.txt
28636.txt,28636.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,90.0,1.0,Devanagari,False,False,False,0,28636.txt
28639.txt,28639.txt,unknown,txt,none,utf_8,,Monolingual,0.55,1,2,1,90.0,1.0,Devanagari,False,False,False,0,28639.txt
